Forage: 14, 20, 19, 18, 14, 18, 14, 18, 11, 13, 16, 13
Forage: 14, 25, 17, 18, 17, 17, 18, 14, 14, 10, 16, 9
Forage: 14, 19, 20, 14, 16, 15, 14, 14, 17, 13, 13, 12
Forage: 17, 19, 19, 17, 14, 22, 14, 13, 12, 12, 14, 7
Forage: 16, 19, 15, 22, 16, 14, 18, 13, 16, 14, 10, 9
Forage: 21, 18, 21, 15, 16, 18, 15, 14, 13, 13, 16, 11
Forage: 18, 18, 17, 15, 17, 12, 17, 14, 14, 17, 8, 16
Forage: 17, 17, 18, 17, 16, 13, 18, 16, 12, 15, 15, 12
Forage: 11, 20, 23, 17, 17, 15, 16, 16, 18, 9, 15, 12
Forage: 15, 23, 20, 18, 17, 15, 17, 14, 11, 10, 10, 12
Forage: 18, 15, 17, 19, 16, 18, 18, 17, 13, 15, 13, 8
Forage: 15, 19, 13, 20, 20, 16, 17, 13, 18, 11, 14, 10
Forage: 22, 19, 17, 16, 20, 16, 14, 16, 19, 10, 12, 11
Forage: 12, 20, 18, 21, 17, 14, 16, 14, 12, 12, 16, 12
Forage: 13, 21, 16, 17, 15, 14, 16, 15, 15, 15, 15, 12
Forage: 13, 21, 19, 20, 13, 17, 14, 14, 17, 13, 13, 12
Forage: 19, 17, 18, 17, 14, 17, 17, 13, 11, 14, 13, 13
Forage: 17, 20, 20, 15, 18, 16, 14, 17, 13, 16, 11, 10
Forage: 20, 20, 17, 14, 19, 15, 15, 13, 15, 11, 10, 8
Forage: 15, 18, 19, 15, 15, 12, 19, 16, 13, 11, 14, 15
Forage: 18, 15, 19, 15, 15, 17, 15, 12, 14, 13, 11, 8
Forage: 19, 14, 19, 16, 17, 17, 13, 15, 9, 17, 12, 11
Forage: 17, 25, 16, 21, 16, 18, 12, 17, 16, 12, 13, 15
Forage: 15, 18, 19, 19, 17, 16, 14, 17, 11, 11, 13, 10
Forage: 20, 17, 19, 19, 20, 15, 16, 17, 9, 13, 15, 13
Forage: 18, 18, 16, 18, 16, 21, 19, 12, 10, 17, 8, 13
Forage: 15, 19, 20, 15, 18, 16, 10, 15, 18, 14, 12, 12
Forage: 14, 23, 23, 14, 20, 12, 18, 15, 15, 11, 8, 14
Forage: 15, 21, 18, 19, 18, 13, 13, 13, 15, 10, 14, 10
Forage: 16, 19, 17, 17, 10, 14, 16, 13, 16, 13, 13, 14
Forage: 15, 21, 19, 19, 16, 16, 17, 12, 17, 11, 12, 16
Forage: 18, 17, 16, 15, 18, 18, 15, 15, 14, 10, 11, 14
Forage: 16, 18, 20, 17, 18, 16, 15, 13, 18, 10, 10, 15
Forage: 18, 14, 20, 13, 14, 17, 17, 15, 8, 22, 9, 10
Forage: 17, 20, 22, 13, 15, 15, 15, 12, 13, 15, 13, 11
Forage: 16, 18, 19, 14, 14, 18, 12, 15, 17, 10, 16, 10
Forage: 15, 18, 17, 16, 21, 16, 11, 17, 11, 12, 11, 9
Forage: 17, 21, 19, 19, 18, 14, 12, 18, 12, 11, 11, 12
Forage: 14, 20, 19, 18, 15, 14, 19, 12, 16, 12, 14, 11
Forage: 20, 15, 17, 19, 19, 16, 15, 13, 13, 14, 15, 8
Forage: 20, 21, 16, 15, 17, 18, 16, 14, 17, 11, 16, 10
Forage: 15, 18, 16, 15, 17, 19, 14, 15, 16, 14, 12, 12
Forage: 14, 15, 18, 16, 16, 16, 13, 15, 14, 11, 15, 9
